,Unnamed: 0,BLOCK,LOT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE
44188,63583,1247,50,11372,1,0,1800,1431,1940,1,630000
44189,63586,1248,48,11372,1,0,1950,2061,1945,1,933000
44190,63587,1258,23,11372,1,0,1900,1360,1935,1,785000
44191,63588,1261,49,11372,1,0,2800,1900,1925,1,1080000
44192,63590,1289,60,11372,1,0,2500,2193,1935,1,925000
44193,63592,1357,43,11370,1,0,2000,1504,1930,1,550000
44194,63593,1359,1,11370,1,0,2000,1360,1940,1,734000
44195,63596,1361,24,11369,1,0,1800,1788,1955,1,675000
44196,63597,1362,50,11369,1,0,1800,1719,1950,1,461000
44197,63599,1365,72,11369,1,0,2000,1462,1935,1,817500
44198,63600,1380,39,11370,1,0,2550,1552,1935,1,865000
44199,63601,1381,17,11370,1,0,2000,2512,1935,1,760000
44200,63603,1381,22,11370,2,0,2100,2512,1935,1,720000
44201,63605,1382,20,11370,1,0,2000,1544,1935,1,30000
44202,63606,1382,33,11370,1,0,2000,1417,1940,1,620000
44203,63611,1383,28,11369,1,0,1900,1292,1945,1,655000
44204,63615,1386,55,11369,1,0,2042,1520,1940,1,617000
44205,63617,1388,16,11369,1,0,1600,1272,1930,1,635000
44206,63619,1389,46,11369,1,0,2500,1312,1925,1,620015
44207,63623,1394,6,11370,1,0,5000,1536,1920,1,915000
44208,63624,1394,6,11370,1,0,5000,1536,1920,1,900000
44209,63629,1403,22,11369,1,0,2400,1216,1920,1,608000
44210,63630,1404,49,11369,1,0,1600,1183,1930,1,455000
44211,63631,1404,59,11369,1,0,1600,1183,1930,1,625000
44212,63633,1404,69,11369,1,0,1600,1183,1930,1,570000
44213,63634,1405,24,11369,1,0,2000,1284,1930,1,610000
44214,63635,1406,57,11369,1,0,2340,1284,1925,1,690000
44215,63636,1406,118,11369,1,0,1760,1065,1925,1,637000
44216,63638,1416,24,11369,1,0,2000,1494,1940,1,770000
44217,63639,1417,1,11369,1,0,1840,1500,1950,1,720000
44218,63642,1435,47,11372,1,0,3000,2051,1935,1,999000
44219,63643,1435,58,11372,1,0,3000,2051,1935,1,1030000
44220,63644,1437,25,11372,1,0,2000,1280,1940,1,365000
44221,63645,1444,21,11372,1,0,2042,2007,1935,1,1025000
44222,63646,1444,53,11372,1,0,2042,2244,1935,1,1195000
44223,63647,1445,16,11372,1,0,3142,1724,1930,1,1299000
44224,63650,1470,29,11372,1,1,2000,1944,1901,1,950000
44225,63656,975,43,11370,2,0,1800,1224,1950,1,780000
44226,63658,1027,133,11370,2,0,2200,1956,1950,1,727000
44227,63659,1041,5,11370,2,0,1800,1998,1955,1,817000
44228,63661,1041,62,11370,2,0,2090,1717,1955,1,810000
44229,63663,1042,57,11370,2,0,2200,2086,1955,1,670000
44230,63664,1047,54,11370,2,0,2200,1736,1960,1,902500
44231,63665,1047,55,11370,2,0,2200,1736,1960,1,500000
44232,63668,1048,55,11370,2,0,2200,1694,1955,1,800000
44233,63669,1048,63,11370,2,0,2200,1936,1955,1,788000
44234,63671,1049,20,11370,2,0,2200,1632,1955,1,422000
44235,63678,1054,24,11370,2,0,2200,1723,1960,1,839000
44236,63683,1070,3,11369,2,0,2585,1900,1950,1,770000
44237,63685,1084,129,11369,2,0,2838,3034,2010,1,900000
44238,63686,1086,32,11369,2,0,2000,2420,1960,1,860000
44239,63687,1086,35,11369,2,0,3900,1108,1930,1,890000
44240,63688,1097,42,11369,2,0,1390,1500,1950,1,450000
44241,63689,1097,70,11370,2,0,2517,1500,1950,1,539000
44242,63691,1098,30,11369,2,0,1800,1224,1940,1,530000
44243,63692,1098,40,11369,2,0,4074,1440,1949,1,662500
44244,63693,1099,27,11369,2,0,2878,1224,1940,1,815000
44245,63694,1099,33,11369,2,0,1800,1224,1940,1,699000
44246,63696,1102,1,11369,2,0,2718,1860,2005,1,350000
44247,63697,1102,72,11369,2,0,2318,1323,1950,1,693000
44248,63698,1102,79,11369,2,0,1626,1579,1950,1,533500
44249,63699,1103,32,11369,2,0,2100,1228,1930,1,520000
44250,63700,1103,39,11369,2,0,4500,1107,1940,1,1320000
44251,63701,1120,14,11370,2,0,2200,1736,1960,1,815000
44252,63702,1120,19,11370,2,0,2200,1736,1960,1,750000
44253,63708,1130,61,11370,2,0,2000,1520,1960,1,675000
44254,63711,1146,52,11370,2,0,2000,2035,1960,1,770000
44255,63713,1149,24,11370,2,0,2340,1900,1950,1,915000
44256,63714,1150,32,11370,2,0,2600,3580,1920,1,995000
44257,63717,1152,25,11370,2,0,2400,3336,1925,1,1075000
44258,63718,1152,29,11370,2,0,2400,3336,1925,1,1180000
44259,63719,1166,15,11370,2,0,2000,1615,1945,1,590000
44260,63720,1167,77,11370,2,0,2000,1375,1950,1,750000
44261,63721,1168,55,11370,2,0,2000,1417,1950,1,705000
44262,63722,1168,71,11370,2,0,2400,1417,1950,1,865000
44263,63725,1174,13,11370,2,0,2442,3050,1925,1,1090000
44264,63727,1175,54,11370,2,0,2200,1497,1930,1,800000
44265,63731,1243,50,11372,2,0,2000,2240,1935,1,999000
44266,63734,1245,24,11372,2,0,2000,2850,1930,1,1095000
44267,63735,1257,15,11372,2,0,1842,1224,1935,1,795000
44268,63736,1258,20,11372,2,0,1900,1360,1935,1,637424
44269,63738,1259,63,11372,2,0,2000,1785,1930,1,830000
44270,63740,1260,63,11372,2,0,2000,2160,1930,1,970000
44271,63741,1261,21,11372,2,0,2800,2841,1940,1,1150000
44272,63743,1270,54,11372,2,0,3067,1664,1930,1,1049000
44273,63747,1357,2,11370,2,0,2000,1408,1930,1,790000
44274,63748,1361,4,11369,2,0,2159,1450,1950,1,815000
44275,63750,1365,40,11369,2,0,2342,1790,1925,1,400000
44276,63752,1366,49,11369,2,0,2300,1656,1930,1,783000
44277,63754,1366,57,11369,2,0,2342,1656,1930,1,750000
44278,63755,1367,72,11369,2,0,4125,1620,1920,1,565000
44279,63756,1380,8,11370,2,0,2000,2080,1930,1,25000
44280,63757,1381,53,11370,2,0,2658,2200,1935,1,880000
44281,63758,1381,68,11370,2,0,2225,1372,1935,1,495000
44282,63760,1382,11,11370,2,0,2258,1480,1935,1,825000
44283,63763,1383,62,11370,2,0,2300,3204,1925,1,946972
44284,63764,1385,2,11369,2,0,1900,1867,1945,1,550000
44285,63765,1386,3,11369,2,0,2042,1550,1940,1,755000
44286,63766,1386,30,11369,2,0,2042,1528,1940,1,849000
44287,63768,1394,30,11370,2,0,1881,1710,1940,1,190000
44288,63769,1394,31,11370,2,0,1881,1710,1940,1,1060000
44289,63770,1394,31,11370,2,0,1881,1710,1940,1,725000
44290,63771,1396,42,11370,2,0,2200,1712,1925,1,780000
44291,63773,1400,12,11369,2,0,2500,2012,1930,1,1050000
44292,63774,1400,24,11369,2,0,2000,2060,1940,1,600767
44293,63775,1400,54,11369,2,0,2400,2172,1930,1,1210000
44294,63776,1402,1,11369,2,1,2400,3300,1950,1,1252000
44295,63777,1402,15,11369,2,0,2500,1600,1930,1,815000
44296,63779,1403,32,11369,2,0,2375,1600,1935,1,600000
44297,63780,1403,35,11369,2,0,2500,1600,1935,1,207000
44298,63781,1405,21,11369,2,0,2000,1284,1930,1,545000
44299,63782,1406,35,11369,2,0,1900,1360,1925,1,835000
44300,63783,1412,52,11370,2,0,2442,2176,1925,1,725000
44301,63784,1413,9,11370,2,0,2200,1496,1930,1,998620
44302,63785,1413,9,11370,2,0,2200,1496,1930,1,540500
44303,63786,1414,16,11370,2,0,2000,1432,1935,1,950000
44304,63787,1414,47,11370,2,0,2150,1480,1935,1,990000
44305,63788,1414,71,11370,2,0,2400,2198,1935,1,609500
44306,63789,1415,15,11369,2,0,2358,2152,1930,1,860000
44307,63792,1415,68,11370,2,0,2358,2200,1930,1,258334
44308,63797,1417,24,11369,2,0,1967,2682,1960,1,885000
44309,63798,1417,60,11369,2,0,1840,1480,1920,1,640000
44310,63800,1431,18,11372,2,0,4000,3754,1920,1,1385000
44311,63803,1433,53,11372,2,0,3000,2724,1935,1,1050000
44312,63804,1437,44,11372,2,0,2633,3325,1925,1,1410000
44313,63805,1452,24,11372,2,0,2600,2608,1920,1,655000
44314,63807,1453,59,11372,2,0,2600,2656,1930,1,870000
44315,63808,1461,57,11372,2,0,2000,2400,1930,1,988000
44316,63811,1464,6,11372,2,0,1700,1412,1920,1,880000
44317,63812,1464,17,11372,2,0,2242,1865,1920,1,860000
44318,63813,1466,52,11372,2,0,2500,2394,1920,1,1183000
44319,63814,1479,34,11372,2,0,2400,2480,1930,1,825000
44320,63815,1480,29,11372,2,0,2200,2052,1930,1,500000
44321,63816,1481,20,11372,2,0,2600,2040,1920,1,895000
44322,63817,1481,77,11372,2,1,2875,2300,1924,1,999999
44323,63818,1482,62,11372,2,0,2200,2116,1920,1,965000
44324,63819,1482,76,11372,2,0,2458,2400,1920,1,1090000
44325,63820,1483,74,11372,2,0,2560,2160,1930,1,1150000
44326,63824,941,24,11370,3,0,2333,2587,1955,1,950000
44327,63827,945,11,11370,3,0,2721,2874,2006,1,1180000
44328,63828,945,15,11370,3,0,2150,2761,1960,1,1155000
44329,63829,945,52,11370,3,0,1260,1932,2006,1,1160000
44330,63830,945,55,11370,3,0,1260,1932,2006,1,1125000
44331,63835,969,30,11370,3,0,2000,2508,1970,1,20000
44332,63837,1001,2,11370,3,0,3272,2902,1955,1,1325000
44333,63840,1007,34,11370,3,0,2781,2920,1960,1,915000
44334,63843,1032,54,11370,3,0,1875,3450,1970,1,990000
44335,63848,1100,21,11369,3,0,4271,2176,1989,1,510000
44336,63849,1118,7,11377,3,0,1829,2650,1960,1,1150000
44337,63852,1119,8,11370,3,0,1829,2422,1960,1,850000
44338,63856,1121,43,11370,3,0,1980,3102,1950,1,965000
44339,63857,1121,48,11370,3,0,2175,2761,1960,1,1139000
44340,63862,1147,56,11370,3,0,3000,1440,1960,1,900000
44341,63868,1164,86,11377,3,0,2242,2650,1960,1,55000
44342,63871,1166,62,11370,3,0,1967,2650,1960,1,999000
44343,63872,1166,62,11370,3,0,1967,2650,1960,1,700000
44344,63873,1166,66,11370,3,0,1967,2650,1960,1,1290000
44345,63874,1167,31,11370,3,0,1967,2422,1960,1,1300000
44346,63878,1242,61,11377,3,0,2867,2517,1940,1,970000
44347,63882,1380,4,11370,3,0,1820,2680,1935,1,1059000
44348,63884,1380,41,11370,3,0,2250,2112,1935,1,1250000
44349,63885,1380,55,11370,3,0,2066,3240,2005,1,136438
44350,63887,1399,50,11369,3,0,1942,2132,1930,1,800000
44351,63896,1465,1,11372,3,0,2300,3580,1920,1,1375000
44352,63898,1467,47,11372,3,0,2400,2452,1920,1,1200000
44353,63899,1470,36,11372,3,0,2000,1920,1901,1,1215000
44354,63900,1475,63,11372,3,0,2000,2460,1920,1,550000
44359,63910,942,78,11370,4,0,3000,2816,1928,2,525000
44360,63911,1086,21,11369,4,0,2000,2880,1962,2,660000
44361,63912,1173,79,11370,4,0,1800,1723,1940,2,40000
44362,63913,1243,39,11372,6,0,1958,4590,1928,2,1195430
44363,63914,1270,76,11372,4,0,3700,2912,1925,2,1260000
44364,63915,1422,24,11369,41,0,10000,26676,1925,2,19652905
44365,63917,1423,71,11369,78,0,20000,54680,1927,2,18000000
44366,63918,1430,57,11372,10,0,4000,11660,1914,2,344670
44367,63919,1430,57,11372,10,0,4000,11660,1914,2,344670
44368,63920,1430,57,11372,10,0,4000,11660,1914,2,344658
44369,63922,1430,57,11372,10,0,4000,11660,1914,2,344658
44370,63924,1466,7,11372,6,0,2675,4800,1926,2,1650000
44371,63925,1467,30,11372,16,0,4000,12760,1930,2,3600000
44372,63927,1476,50,11372,4,0,2000,4600,1987,2,1450000
44373,63929,1271,41,11372,53,0,10000,42928,1920,2,31500000
44374,63930,1273,1,11372,198,0,59000,194450,1940,2,85091472
44494,64063,1266,1,11372,148,2,47000,165000,1955,2,525000
44524,64097,1272,12,11372,96,0,24000,99552,1937,2,195000
44564,64141,1277,58,11372,96,0,30000,115600,1937,2,610000
44572,64149,1279,46,11372,78,0,24500,81000,1939,2,349000
44705,64302,1443,6,11372,48,0,9500,39162,1930,2,289000
44874,64508,1469,5,11372,3,2,2450,4300,1950,2,3200000
44875,64509,1285,55,11372,0,4,4000,3300,1945,4,900000
44876,64510,1001,42,11370,0,1,4786,2990,1935,4,200000
44877,64511,1001,44,11370,0,1,9613,6912,1931,4,2800000
44878,64516,1287,43,11372,2,25,8471,15486,1928,4,4000000
44879,64537,9706,21,11432,1,0,4033,1836,1925,1,694000
44880,64541,9804,15,11432,1,0,2828,1398,1920,1,450000
44881,64543,9805,54,11432,1,0,2500,1584,1920,1,605000
44882,64544,9806,34,11432,1,0,3600,1623,1920,1,880000
44883,64546,9822,26,11432,1,0,2400,1152,1920,1,775000
44884,64548,9827,50,11432,1,0,2350,1216,1920,1,380000
44885,64549,9828,36,11432,1,0,2000,1280,1920,1,461000
44886,64550,9828,49,11432,1,0,1200,1500,1920,1,579000
44887,64551,9829,14,11432,1,0,2500,1376,1920,1,500000
44888,64552,9830,9,11432,1,0,2000,1344,1915,1,640000
44889,64554,9841,46,11432,1,0,4000,2358,1920,1,860000
44890,64556,9977,28,11435,1,0,1575,1170,1915,1,380000
44891,64561,10003,86,11435,1,0,3000,1709,1920,1,535000
44892,64562,10003,93,11435,1,0,3069,1845,1920,1,275000
44893,64565,10210,241,11433,1,0,1620,1328,1920,1,447000
44894,64567,10219,37,11433,1,0,4175,1662,1935,1,550000
44895,64568,10219,48,11433,1,0,2500,1202,1925,1,170000
44896,64569,10219,154,11433,1,0,1942,1272,1935,1,410000
44897,64570,9619,35,11435,2,1,1688,2870,1931,1,1080000
44898,64571,9674,44,11435,2,1,2000,2400,1931,1,792500
44899,64572,9681,83,11435,2,0,3855,2910,1920,1,5700000
44900,64577,9700,20,11435,2,0,3000,1757,1925,1,747000
44901,64578,9700,38,11435,2,0,2500,2124,1925,1,670000
44902,64579,9701,6,11435,2,0,2500,1920,1935,1,560000
44903,64582,9764,117,11432,2,0,2352,2332,1910,1,495000
44904,64584,9764,117,11432,2,0,2352,2332,1910,1,400000
44905,64585,9764,117,11432,2,0,2352,2332,1910,1,694021
44906,64586,9769,77,11432,2,1,2400,1400,1912,1,920000
44907,64587,9802,21,11432,2,0,5000,3335,1920,1,1250000
44908,64588,9802,62,11432,2,0,2500,1360,1940,1,30000
44909,64590,9803,1,11432,2,0,1005,2424,2014,1,977520
44910,64591,9803,36,11432,2,0,1001,2400,2014,1,980000
44911,64592,9803,37,11432,2,0,1001,2400,2014,1,960000
44912,64594,9803,38,11432,2,0,1001,2400,2014,1,977520
44913,64595,9804,17,11432,2,0,10000,3190,1920,1,1400000
44914,64596,9804,21,11432,2,0,3750,2805,1920,1,875000
44915,64598,9807,96,11432,2,0,2131,1600,1920,1,382000
44916,64599,9808,22,11432,2,0,2200,2840,1920,1,78000
44917,64603,9824,65,11432,2,0,5000,1580,1910,1,1156000
44918,64604,9829,25,11432,2,0,2500,2352,1915,1,915000
44919,64608,9839,48,11432,2,0,4000,2670,1910,1,775000
44920,64611,9843,58,11432,2,0,4800,2323,1920,1,945000
44921,64612,9974,20,11435,2,0,5000,2260,1920,1,830000
44922,64613,9974,20,11435,2,0,5000,2260,1920,1,620786
44923,64615,9983,49,11435,2,0,2400,2296,1930,1,700000
44924,64616,9985,32,11435,2,0,2400,1944,1925,1,212500
44925,64617,9990,57,11435,2,0,2508,1184,1920,1,460000
44926,64618,10003,91,11435,2,0,3762,2449,1920,1,340000
44927,64619,10004,41,11435,2,0,5775,1706,1920,1,275000
44928,64620,10006,17,11435,2,0,5000,2009,1920,1,507000
44929,64622,10008,36,11435,2,0,2100,1264,1920,1,430000
44930,64624,10009,14,11435,2,0,3312,2133,1935,1,558000
44931,64627,10011,23,11435,2,0,2530,1136,1925,1,482000
44932,64630,10213,18,11433,2,0,3253,1338,1920,1,625000
44933,64631,10213,28,11433,2,0,6550,2725,1920,1,650000
44934,64632,10214,52,11433,2,0,2600,2328,1920,1,650000
44935,64634,10216,1,11432,2,1,14376,3225,2006,1,101365
44936,64635,10216,37,11433,2,0,2500,1824,1920,1,660000
44937,64637,10218,30,11433,2,0,1875,1715,1920,1,365000
44938,64639,10219,152,11433,2,0,1942,1272,1935,1,385000
44939,64640,10219,168,11433,2,0,2300,2160,1935,1,844000
44940,64641,10219,220,11433,2,0,1425,1580,1945,1,380000
44941,64642,10219,223,11433,2,0,2528,1500,1945,1,316000
44942,64643,9618,27,11435,3,0,1880,2000,1920,1,487500
44943,64644,9679,65,11435,3,0,2560,2600,1940,1,975000
44944,64645,9679,65,11435,3,0,2560,2600,1940,1,740000
44945,64648,9700,42,11435,3,0,2500,1800,1925,1,619000
44946,64649,9700,42,11435,3,0,2500,1800,1925,1,280000
44947,64650,9806,32,11432,3,0,2280,3660,2006,1,998500
44948,64651,9809,74,11432,3,0,4685,3600,2010,1,760000
44949,64653,9811,61,11432,3,0,3140,3320,2013,1,845000
44950,64656,9833,59,11432,3,0,2000,2278,2006,1,903000
44951,64659,9841,6,11432,3,0,6000,2418,1920,1,850000
44952,64665,10219,15,11433,3,0,1830,2817,2007,1,935000
44958,64678,9702,76,11435,16,0,4000,14280,1931,2,3000000
44959,64679,9768,52,11432,6,0,1840,2142,1966,2,750000
44960,64681,10217,35,11433,4,0,2360,5925,2004,2,950000
44961,64682,9755,1,11432,42,0,9500,51000,1936,2,11000000
44962,64683,9762,39,11432,36,0,17776,27950,1928,2,9000000
45032,64774,9837,9,11432,2,2,1463,2394,1931,2,860000
45033,64775,9985,7,11435,2,2,2560,4600,1922,2,1200000
45034,64776,9620,59,11435,0,2,2000,3300,1910,4,576940
45035,64781,9754,46,11432,0,2,2772,3360,1920,4,1350000
45036,64783,9754,48,11432,0,6,12900,24625,1938,4,12250000
45037,64784,9793,78,11432,0,2,5271,13712,1949,4,9229853
45038,64785,9794,20,11432,0,1,14200,42600,1951,4,3100000
45039,64788,9795,101,11432,0,3,10200,6560,1932,4,3900000
45040,64790,9809,40,11432,2,1,1920,2016,1930,4,700000
45041,64795,9839,5,11432,0,2,2369,2394,1931,4,875000
45042,64799,9994,38,11435,0,14,16000,21250,1941,4,5500000
45043,64800,9996,1,11435,0,1,8700,17300,1931,4,7300000
45044,64801,10027,1,11435,2,5,2500,4125,1925,4,400000
45045,64803,10107,99,11433,0,1,4400,3040,1931,4,800000
45049,64808,9702,79,11435,0,1,8000,300,2006,4,4600000
45051,64816,10020,114,11435,0,1,12250,1560,1957,4,2500000
45052,64820,10018,29,11435,0,6,5465,1500,1931,4,405000
45053,64821,10033,34,11435,0,1,11538,11000,1980,4,3500000
45054,64822,10095,71,11435,0,1,12000,11500,1960,4,1325000
45057,64830,9757,42,11432,0,2,1700,8560,1931,4,2200000
45058,64831,9827,39,11432,0,2261,2940,4522,1920,4,315000
45059,64833,9761,55,11432,0,1,1936,3032,1968,4,950000
45061,64847,13913,256,11422,1,0,2500,1088,1925,1,135000
45062,64848,15312,1,11693,1,0,3200,1520,1920,1,155000
45063,64850,15313,5,11693,1,0,2500,1404,1899,1,550000
45064,64851,15313,37,11693,1,0,1876,1176,1899,1,339000
45065,64852,15315,15,11693,1,0,2500,684,1920,1,440000
45066,64854,15315,29,11693,1,0,2600,700,1920,1,90000
45067,64856,15315,69,11693,1,0,2550,1520,1920,1,331065
45068,64857,15701,59,11691,1,0,5250,1170,1955,1,377000
45069,64858,15702,24,11691,1,0,4000,2172,1960,1,460000
45070,64859,16043,23,11692,1,0,4247,1288,1961,1,110000
45071,64861,15749,199,11691,2,0,3100,2392,1998,1,315000
45072,64862,15749,211,11691,2,0,3100,2392,1998,1,500000
45076,64868,7228,35,11432,1,0,4860,1750,1940,1,970000
45077,64869,7229,70,11432,1,0,7540,1872,1940,1,1300000
45078,64871,7230,9,11432,1,0,3627,1650,1935,1,950000
45079,64878,7233,105,11432,1,0,3788,1472,1935,1,1055000
45080,64879,7234,43,11432,1,0,6240,1536,1930,1,1374000
45081,64881,7236,4,11432,1,0,8640,2788,1935,1,1075000
45082,64882,7236,18,11432,1,0,4000,1404,1935,1,800000
45083,64884,7236,35,11432,1,0,6520,1350,1935,1,1450000
45084,64885,7236,97,11432,1,0,5207,1640,1935,1,588548
45085,64886,7236,97,11432,1,0,5207,1640,1935,1,1301798
45086,64888,7240,13,11432,1,0,6000,1823,1950,1,1435000
45087,64889,7240,19,11432,1,0,6000,1945,1950,1,1025000
45088,64890,7240,23,11432,1,0,7200,1618,1945,1,1465000
45089,64891,7240,27,11432,1,0,4800,1500,1950,1,900000
45090,64894,7240,70,11432,1,0,6300,2528,1935,1,1525000
45091,64897,7243,7,11432,1,0,14145,2720,1945,1,1850000
45092,64898,7243,12,11432,1,0,8106,1405,1955,1,1700000
45093,64901,7246,17,11432,1,0,8856,3516,1940,1,1550000
45094,64902,7248,68,11432,1,0,5074,1404,1940,1,357500
45095,64903,7249,27,11432,1,0,5296,1471,1935,1,650000
45096,64904,7250,25,11432,1,0,6400,1524,1940,1,1300000
45097,64906,7250,68,11432,1,0,5640,1608,1940,1,1400000
45098,64909,7253,11,11432,1,0,5100,1984,1930,1,1465000
45099,64910,7254,15,11432,1,0,4973,2413,1940,1,1330912
45100,64911,7254,22,11432,1,0,5160,2413,1940,1,1045500
45101,64913,7255,107,11432,1,0,4788,3146,1940,1,1150000
45102,64914,7257,29,11432,1,0,4200,2115,1940,1,1500000
45103,64917,7259,26,11423,1,0,9233,2138,1940,1,1325000
45104,64920,7262,22,11432,1,0,7504,3240,1950,1,1400000
45105,64921,7262,33,11423,1,0,7508,2245,1950,1,1175000
45106,64923,7264,49,11432,1,0,4300,1700,1930,1,850000
45107,64924,7265,44,11432,1,0,4440,1488,1940,1,810000
45108,64925,7265,47,11432,1,0,4480,1600,1940,1,780000
45109,64930,9889,70,11432,1,0,7150,1296,1930,1,850000
45110,64932,9890,61,11432,1,0,6423,2162,1930,1,650000
45111,64933,9891,42,11432,1,0,5000,1488,1940,1,860000
45112,64937,9940,86,11432,1,0,4800,2131,1940,1,2140000
45113,64938,9940,86,11432,1,0,4800,2131,1940,1,1390500
45114,64939,9942,87,11432,1,0,5750,2916,1940,1,1050000
45115,64942,9945,75,11432,1,0,11970,2570,1925,1,1800000
45116,64943,9945,81,11432,1,0,10800,3468,1935,1,1150000
45117,64948,9952,49,11432,1,0,5640,1223,1930,1,728000
45118,64951,9952,53,11432,1,0,4960,2252,1940,1,845000
45119,64952,9953,18,11432,1,0,5820,3680,1960,1,1287500
45120,64953,9953,30,11432,1,0,9130,2904,1950,1,1430000
45121,64954,9953,48,11432,1,0,8828,2176,1935,1,1135000
45122,64956,9955,50,11432,1,0,4080,1360,1950,1,699000
45123,64957,9957,13,11432,1,0,4240,1432,1940,1,770000
45124,64958,9957,27,11432,1,0,6000,1491,1940,1,600000
45125,64959,9957,27,11432,1,0,6000,1491,1940,1,575000
45126,64960,9957,43,11432,1,0,8000,2150,1950,1,304000
45127,64963,9962,36,11432,1,0,5120,1786,1945,1,865000
45128,64964,9962,68,11432,1,0,12120,1736,1950,1,1100000
45129,64966,9963,55,11432,1,0,7656,2048,1930,1,1150000
45130,64967,9965,13,11432,1,0,4000,1813,1940,1,815000
45131,64970,9965,19,11432,1,0,6600,1900,1950,1,915000
45132,64971,9966,42,11432,1,0,5400,1728,1935,1,750000
45133,64972,9967,24,11432,1,0,4000,1536,1940,1,775000
45134,64973,9967,60,11432,1,0,14500,5980,1945,1,3475000
45135,64975,9968,26,11432,1,0,6400,2313,1945,1,950000
45136,64976,9968,53,11423,1,0,4000,1896,1940,1,825000
45137,64977,9968,79,11432,1,0,5680,1463,1945,1,845000
45138,64978,9968,91,11432,1,0,4400,1506,1945,1,839000
45139,64979,9968,104,11432,1,0,5356,1683,1945,1,831000
45140,64982,9889,63,11432,2,0,7900,1604,1930,1,995000
45141,64983,9944,6,11432,2,0,7080,1000,1925,1,700000
45142,64986,9882,29,11432,3,0,2667,3024,2005,1,1430000
45143,64987,9882,30,11432,3,0,2167,3024,2005,1,1400000
45144,64988,9938,59,11432,3,0,2000,3381,2004,1,25000
45161,65014,7256,92,11366,0,6,10000,5500,1950,4,4240000
45162,65022,6717,72,11432,1,0,2075,1280,1920,1,470000
45163,65023,6717,87,11432,1,0,2275,1280,1920,1,450000
45164,65026,6718,183,11432,1,0,1942,1216,1945,1,600000
45165,65027,6718,186,11432,1,0,1917,1216,1945,1,600000
45166,65028,6862,302,11432,1,1,2420,2680,1930,1,1120000
45167,65030,6864,379,11432,1,0,2758,1249,1935,1,685000
45168,65032,6864,389,11432,1,0,2544,1741,1930,1,730000
45169,65037,9734,31,11432,1,0,4000,1500,1925,1,675000
45170,65038,9752,10,11432,1,0,2800,1962,1935,1,280000
45171,65039,9774,130,11432,1,0,5650,2673,1920,1,10000
45172,65040,9774,184,11432,1,0,5000,1536,1920,1,715000
45173,65041,9778,132,11432,1,0,1080,1330,2007,1,400000
45174,65042,9778,133,11432,1,0,1080,1330,2007,1,518289
45175,65044,9788,35,11432,1,0,4720,1440,1930,1,760000
45176,65045,9791,218,11432,1,0,1938,1216,1930,1,630000
