,BLOCK,LOT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE
653,766,1222,10011,1,0,0,0,1989,2,1300000
654,766,1233,10011,1,0,0,0,1989,2,1325000
655,767,1107,10011,1,0,0,0,0,2,1900000
658,767,1235,10011,1,0,0,0,0,2,5250000
659,767,1523,10011,1,0,0,0,1929,2,16900000
660,767,1532,10011,1,0,0,0,1929,2,14750000
661,767,1547,10011,1,0,0,0,1929,2,10000000
662,767,1550,10011,1,0,0,0,1929,2,17500000
664,768,1029,10011,1,0,0,0,1939,2,900000
665,768,1043,10011,1,0,0,0,1939,2,935000
666,768,1063,10011,1,0,0,0,1939,2,975000
667,768,1147,10011,1,0,0,0,0,2,250000
670,769,1315,10011,1,0,0,0,0,2,3025000
672,769,1336,10011,1,0,0,0,0,2,3200000
673,769,1338,10011,1,0,0,0,0,2,3500000
674,769,1341,10011,1,0,0,0,0,2,2700000
675,769,1407,10011,1,0,0,0,0,2,3350000
676,769,1413,10011,1,0,0,0,0,2,4450000
677,773,1004,10011,1,0,0,0,2004,2,2050000
679,774,1034,10001,1,0,0,0,0,2,1750000
680,774,1035,10001,1,0,0,0,0,2,3060000
681,774,1039,10001,1,0,0,0,0,2,2788000
682,774,1042,10001,1,0,0,0,0,2,1500000
683,774,1042,10001,1,0,0,0,0,2,1500000
685,774,1114,10001,1,0,0,0,0,2,2600000
686,774,1171,10001,1,0,0,0,0,2,2275000
687,774,1176,10001,1,0,0,0,0,2,2600000
688,774,1210,10001,1,0,0,0,0,2,1750000
690,774,1264,10001,1,0,0,0,0,2,3100000
691,774,1285,10001,1,0,0,0,0,2,5500000
694,774,1333,10001,1,0,0,0,0,2,5300000
696,774,1350,10001,1,0,0,0,0,2,4550000
698,775,1204,10001,1,0,0,0,2014,2,3050000
699,775,1227,10001,1,0,0,0,2014,2,2562500
700,775,1243,10001,1,0,0,0,2014,2,1600000
702,793,1025,10011,1,0,0,0,1899,2,2700000
703,793,1035,10011,1,0,0,0,1899,2,2945000
704,793,1060,10011,1,0,0,0,1907,2,1700000
705,793,1213,10011,1,0,0,0,0,2,2550000
706,793,1237,10011,1,0,0,0,0,2,3050000
707,793,1252,10011,1,0,0,0,0,2,3828219
708,793,1521,10011,1,0,0,0,2006,2,3400000
709,793,1522,10011,1,0,0,0,2006,2,2270000
712,793,1603,10011,1,0,0,0,2008,2,990000
713,794,1015,10011,1,0,0,0,2005,2,1725000
714,794,1040,10011,1,0,0,0,2005,2,2085000
715,794,1045,10011,1,0,0,0,2005,2,2000000
716,794,1047,10011,1,0,0,0,2005,2,2825000
717,794,1105,10011,1,0,0,0,2006,2,2163100
718,794,1118,10011,1,0,0,0,2006,2,1470000
719,794,1123,10011,1,0,0,0,2006,2,2050000
720,794,1301,0,0,0,0,0,0,2,5193075
721,794,1302,0,0,0,0,0,0,2,2189238
722,794,1303,0,0,0,0,0,0,2,5500000
723,794,1304,0,0,0,0,0,0,2,3864259
724,794,1306,0,0,0,0,0,0,2,1600000
725,794,1306,0,0,0,0,0,0,2,1374638
726,794,1307,0,0,0,0,0,0,2,4327562
727,794,1308,0,0,0,0,0,0,2,3971175
728,794,1309,0,0,0,0,0,0,2,2507441
729,794,1310,0,0,0,0,0,0,2,1476462
730,794,1311,0,0,0,0,0,0,2,4276650
731,794,1312,0,0,0,0,0,0,2,4174825
732,794,1313,0,0,0,0,0,0,2,2485000
733,794,1314,0,0,0,0,0,0,2,1636836
734,794,1315,0,0,0,0,0,0,2,4480300
735,794,1316,0,0,0,0,0,0,2,4174825
736,794,1317,0,0,0,0,0,0,2,2500000
737,794,1318,0,0,0,0,0,0,2,1629200
738,794,1319,0,0,0,0,0,0,2,4633038
739,794,1320,0,0,0,0,0,0,2,4429387
740,794,1321,0,0,0,0,0,0,2,2600000
741,794,1322,0,0,0,0,0,0,2,1807393
742,794,1323,0,0,0,0,0,0,2,5103978
743,794,1324,0,0,0,0,0,0,2,4531212
744,794,1325,0,0,0,0,0,0,2,2749275
745,794,1326,0,0,0,0,0,0,2,3500000
746,794,1327,0,0,0,0,0,0,2,11670000
747,794,1328,0,0,0,0,0,0,2,7835000
748,794,1329,0,0,0,0,0,0,2,7987500
749,794,1330,0,0,0,0,0,0,2,8335000
750,795,1014,10011,1,0,0,0,0,2,2250000
751,795,1106,10011,1,0,0,0,2008,2,205000
752,795,1107,10011,1,0,0,0,2008,2,950000
753,795,1114,10011,1,0,0,0,2008,2,1090000
754,795,1120,10011,1,0,0,0,2008,2,1318000
755,795,1123,10011,1,0,0,0,2008,2,1010000
756,795,1132,10011,1,0,0,0,2008,2,2750000
757,796,1026,10011,1,0,0,0,1987,2,680000
759,796,1104,10011,1,0,0,0,1875,2,2250000
760,796,1126,10011,1,0,0,0,1875,2,2750000
761,796,1312,10010,1,0,0,0,0,2,1725000
762,796,1332,10010,1,0,0,0,0,2,4000000
765,797,1121,10011,1,0,0,0,0,2,3225000
766,797,1205,10011,1,0,0,0,0,2,4000000
767,797,1604,10011,1,0,0,0,2006,2,1015000
768,797,1623,10011,1,0,0,0,2006,2,1682500
769,797,1634,10011,1,0,0,0,2006,2,939000
771,797,1711,10011,1,0,0,0,1911,2,1475000
772,797,1715,10011,1,0,0,0,1911,2,855000
773,797,1719,10011,1,0,0,0,1911,2,1915000
774,797,1726,10011,1,0,0,0,1911,2,1760000
775,797,1741,10011,1,0,0,0,1911,2,2835000
776,797,1804,10011,1,0,0,0,2012,2,2000000
777,797,1805,10011,1,0,0,0,2012,2,1215000
778,797,1811,10011,1,0,0,0,2012,2,1340000
779,797,1812,10011,1,0,0,0,2012,2,2318000
780,797,1820,10011,1,0,0,0,2012,2,1310000
781,797,1823,10011,1,0,0,0,2012,2,1515000
782,798,1012,10011,1,0,0,0,1973,2,875000
783,798,1018,10011,1,0,0,0,1973,2,900000
784,798,1034,10011,1,0,0,0,1973,2,750000
785,798,1042,10011,1,0,0,0,1973,2,495000
786,798,1074,10011,1,0,0,0,1973,2,625000
789,798,1113,10011,1,0,0,0,1973,2,855000
791,798,1203,10011,1,0,0,0,1950,2,1974000
792,798,1419,10011,1,0,0,0,2006,2,1519999
795,798,1515,10011,1,0,0,0,2008,2,2550000
797,798,1522,10011,1,0,0,0,2008,2,2625000
798,798,1524,10011,1,0,0,0,2008,2,4900000
799,798,1533,10011,1,0,0,0,2008,2,3850000
800,798,1551,10011,1,0,0,0,2008,2,1830000
801,798,1555,10011,1,0,0,0,2008,2,3540000
802,798,1557,10011,1,0,0,0,2008,2,3450000
803,798,1560,10011,1,0,0,0,2008,2,2015000
804,798,1562,10011,1,0,0,0,2008,2,2010000
805,798,1587,10011,1,0,0,0,2008,2,1570000
806,798,1708,10011,1,0,0,0,2011,2,1015000
807,799,1021,10011,1,0,0,0,1920,2,2250000
808,800,1013,10001,1,0,0,0,0,2,1497500
809,800,1315,10011,1,0,0,0,2006,2,2225000
810,800,1319,10011,1,0,0,0,2006,2,2235000
812,800,1349,10011,1,0,0,0,2006,2,2395000
814,800,1379,10011,1,0,0,0,2006,2,1615000
815,800,1396,10011,1,0,0,0,2006,2,1775000
816,800,1431,10011,1,0,0,0,2006,2,2750000
817,800,1453,10011,1,0,0,0,2006,2,2375000
819,800,1461,10011,1,0,0,0,2006,2,2615000
820,800,1490,10011,1,0,0,0,2006,2,1675000
821,800,1491,10011,1,0,0,0,2006,2,1680000
822,800,1503,10011,1,0,0,0,2006,2,1730000
824,801,1106,10001,1,0,0,0,1922,2,1900000
825,801,1113,10001,1,0,0,0,1922,2,2650000
826,803,1020,10001,1,0,0,0,0,2,1155000
827,803,1028,10001,1,0,0,0,0,2,765000
828,803,1034,10001,1,0,0,0,0,2,640000
829,803,1093,10001,1,0,0,0,0,2,2999000
830,803,1096,10001,1,0,0,0,0,2,1508000
831,716,1,10011,4,1,1875,5225,1910,2,10581818
834,769,69,10011,4,2,2500,4447,1910,2,8250000
835,690,1102,10011,1,0,0,0,0,2,4000000
836,695,1003,10011,1,0,0,0,0,2,2000000
837,695,2108,10011,1,0,0,0,2013,2,13250000
838,695,2109,10011,1,0,0,0,2013,2,8000000
839,695,2202,0,0,0,0,0,0,2,4582125
840,695,2204,0,0,0,0,0,0,2,4450000
841,695,2207,0,0,0,0,0,0,2,4918147
842,768,1302,10011,1,0,0,0,2001,2,2450000
843,773,1201,10011,1,0,0,0,1920,2,2443800
845,797,1507,10011,1,0,0,0,1900,2,2320000
846,800,1203,10011,1,0,0,0,0,2,3680000
847,695,2201,0,0,0,0,0,0,2,2060500
849,718,1004,10011,0,0,0,0,2008,2,4100000
850,718,1004,10011,0,0,0,0,2008,2,3625000
851,718,1004,10011,0,0,0,0,2008,2,3900000
852,718,1004,10011,0,0,0,0,2008,2,9939120
853,718,1004,10011,0,0,0,0,2008,2,1725000
854,721,1008,10011,0,0,0,0,1932,2,1275000
855,721,1008,10011,0,0,0,0,1932,2,1037462
856,721,1008,10011,0,0,0,0,1932,2,575000
857,721,1008,10011,0,0,0,0,1932,2,590000
858,721,1008,10011,0,0,0,0,1932,2,585000
859,721,1008,10011,0,0,0,0,1932,2,712500
860,721,1008,10011,0,0,0,0,1932,2,3200000
861,721,1008,10011,0,0,0,0,1932,2,590000
862,721,1008,10011,0,0,0,0,1932,2,3525000
863,721,1008,10011,0,0,0,0,1932,2,1205000
864,721,1008,10011,0,0,0,0,1932,2,980000
865,721,1008,10011,0,0,0,0,1932,2,615000
866,721,1062,10011,0,0,0,0,0,2,1300000
867,721,1062,10011,0,0,0,0,0,2,595000
868,721,1062,10011,0,0,0,0,0,2,638000
869,721,1062,10011,0,0,0,0,0,2,550000
870,721,1062,10011,0,0,0,0,0,2,1200000
871,721,1062,10011,0,0,0,0,0,2,620000
872,721,1062,10011,0,0,0,0,0,2,1325000
874,721,1062,10011,0,0,0,0,0,2,5199934
875,721,1062,10011,0,0,0,0,0,2,2750000
876,721,1062,10011,0,0,0,0,0,2,643000
877,721,1062,10011,0,0,0,0,0,2,1100000
878,721,1062,10011,0,0,0,0,0,2,620000
879,738,1003,10011,0,0,0,0,1973,2,545000
880,738,1003,10011,0,0,0,0,1973,2,600000
881,738,1003,10011,0,0,0,0,1973,2,580000
882,738,1003,10011,0,0,0,0,1973,2,565000
883,738,1003,10011,0,0,0,0,1973,2,525000
884,738,1003,10011,0,0,0,0,1973,2,782071
885,738,1003,10011,0,0,0,0,1973,2,599000
886,740,1102,10011,0,0,0,0,2008,2,2100000
887,745,1104,10011,0,0,0,0,0,2,1915000
888,745,1104,10011,0,0,0,0,0,2,465000
889,745,1104,10011,0,0,0,0,0,2,900000
890,745,1104,10011,0,0,0,0,0,2,695000
891,745,1104,10011,0,0,0,0,0,2,967500
892,745,1104,10011,0,0,0,0,0,2,605000
893,745,1104,10011,0,0,0,0,0,2,775000
894,745,1104,10011,0,0,0,0,0,2,580000
895,746,1202,10011,0,0,0,0,1931,2,900000
896,746,1202,10011,0,0,0,0,1931,2,470000
897,746,1202,10011,0,0,0,0,1931,2,500000
898,746,1202,10011,0,0,0,0,1931,2,895000
899,746,1202,10011,0,0,0,0,1931,2,460000
900,746,1202,10011,0,0,0,0,1931,2,925000
901,746,1202,10011,0,0,0,0,1931,2,1675000
902,746,1202,10011,0,0,0,0,1931,2,400000
903,746,1202,10011,0,0,0,0,1931,2,1945000
904,746,1202,10011,0,0,0,0,1931,2,515000
905,769,1104,10011,0,0,0,0,1980,2,576500
907,769,1104,10011,0,0,0,0,1980,2,618000
908,769,1104,10011,0,0,0,0,1980,2,595000
909,769,1104,10011,0,0,0,0,1980,2,490000
910,769,1104,10011,0,0,0,0,1980,2,575000
911,769,1104,10011,0,0,0,0,1980,2,563250
912,769,1104,10011,0,0,0,0,1980,2,483000
913,769,1104,10011,0,0,0,0,1980,2,982500
915,769,1104,10011,0,0,0,0,1980,2,1300000
916,792,1102,10011,0,0,0,0,1908,2,735000
917,792,1102,10011,0,0,0,0,1908,2,698000
918,792,1102,10011,0,0,0,0,1908,2,700000
919,792,1102,10011,0,0,0,0,1908,2,3700000
920,792,1102,10011,0,0,0,0,1908,2,685000
921,792,1102,10011,0,0,0,0,1908,2,699000
922,792,1102,10011,0,0,0,0,1908,2,1220000
923,792,1102,10011,0,0,0,0,1908,2,1160000
924,792,1102,10011,0,0,0,0,1908,2,725000
925,792,1302,10011,0,0,0,0,1930,2,620000
926,792,1302,10011,0,0,0,0,1930,2,1200000
927,792,1302,10011,0,0,0,0,1930,2,3755000
928,692,63,10011,0,3,1360,4080,1900,4,17300000
929,790,32,10011,1,1,6468,14056,1953,4,42400000
931,801,24,10001,0,13,9875,113062,1906,4,150000000
932,801,58,10001,0,5,2469,10250,1930,4,10150000
937,696,28,10011,0,1,3950,7900,2013,4,10750000
938,716,2,10011,0,1,1675,3909,1910,4,8818181
940,717,5,10011,0,1,3800,3800,1910,4,20000000
941,773,1,10011,0,4,19750,39500,1932,4,107250000
943,790,36,10011,2,2,1586,4271,1920,4,10600000
945,795,19,10011,1,5,1878,11250,1910,4,10500000
947,799,63,10011,0,3,1852,3980,1920,4,9174156
949,801,19,10001,0,19,4937,45449,1921,4,33000000
950,801,71,10001,0,1,9826,122236,2010,4,139725000
951,753,33,10001,0,1,2271,5260,1900,4,4300000
952,772,64,10011,0,10,17281,170750,1900,4,92007576
957,799,70,10011,0,0,2125,0,1111,4,8208750
958,803,62,10001,0,0,7571,0,0,4,60000000
960,799,25,10011,0,1,12343,21183,1920,4,50350000
962,764,11,10011,35,0,2496,5802,1920,4,7995000
964,803,1110,10001,0,0,0,0,0,4,7610000
965,803,1111,10001,0,0,0,0,0,4,7100000
969,803,1117,10001,0,0,0,0,0,4,7214400
970,691,1103,10011,0,0,0,0,2013,4,500000
973,716,1151,10011,0,0,0,0,0,4,137500
980,695,1202,10011,0,0,0,0,0,4,5100000
981,695,1203,10011,0,0,0,0,0,4,1750000
990,797,1601,10011,0,0,0,0,2006,4,12250000
1008,164,28,10013,11,3,2380,7946,1915,2,8275000
1011,277,2,10002,28,2,5029,21274,1918,2,4250000
1016,171,1004,10013,1,0,0,0,0,2,1800000
1017,171,1013,10013,1,0,0,0,0,2,1547500
1018,171,1015,10013,1,0,0,0,0,2,999000
1019,171,1016,10013,1,0,0,0,0,2,2400000
1020,171,1214,10013,1,0,0,0,1920,2,1440000
1021,171,1227,10013,1,0,0,0,1920,2,2800000
1022,171,1258,10013,1,0,0,0,1920,2,3266000
1023,171,1263,10013,1,0,0,0,1920,2,2600000
1027,172,1064,10013,1,0,0,0,1990,2,715000
1030,172,1145,10013,1,0,0,0,1990,2,830000
1033,172,1433,10013,1,0,0,0,2007,2,800000
1034,172,1446,10013,1,0,0,0,2007,2,1270000
1035,172,1447,10013,1,0,0,0,2007,2,1224000
1036,172,1466,10013,1,0,0,0,2007,2,1695000
1038,202,1014,10013,1,0,0,0,0,2,735000
1044,202,1146,10013,1,0,0,0,0,2,522500
1045,202,1149,10013,1,0,0,0,0,2,925000
1046,204,1003,10013,1,0,0,0,0,2,1330000
1047,204,1011,10013,1,0,0,0,2004,2,207870
1050,206,1116,10013,1,0,0,0,2003,2,2050000
1051,208,1005,10013,1,0,0,0,1900,2,4100000
1053,235,1012,10013,1,0,0,0,1915,2,2570000
1054,235,1013,10013,1,0,0,0,1915,2,3400000
1056,236,1202,10013,1,0,0,0,1920,2,3510000
1057,236,1210,10013,1,0,0,0,1920,2,2100000
1058,236,1211,10013,1,0,0,0,1920,2,2291062
1059,236,1215,10013,1,0,0,0,1920,2,2275000
1060,236,1216,10013,1,0,0,0,1920,2,2450000
1061,236,1218,10013,1,0,0,0,1920,2,1250000
1064,277,1033,10002,1,0,0,0,1989,2,150000
1066,277,1048,10002,1,0,0,0,1989,2,580000
1067,277,1083,10002,1,0,0,0,1989,2,450000
1070,293,1006,10002,1,0,0,0,2007,2,600000
1075,195,9,10013,0,2,3597,21582,1920,4,19000000
1076,203,20,10013,0,14,2830,14250,1915,4,9375000
1078,162,47,10013,1,3,892,1784,1920,4,3000000
1079,162,57,10013,2,2,1360,3274,1920,4,4350000
1080,163,16,10013,0,2,1098,2712,1915,4,2700000
1081,237,21,10013,0,1,2450,8550,1910,4,6780000
1083,281,44,10002,0,8,3465,20968,1900,4,15500000
1084,204,1110,10013,0,0,0,0,1915,4,1581433
1085,204,1113,10013,0,0,0,0,1915,4,1918188
1086,204,1114,10013,0,0,0,0,1915,4,1739200
1087,205,8,10013,0,0,5017,0,0,4,93000
1088,197,1001,10013,0,0,0,0,1920,4,1130000
1090,200,1011,10013,0,0,0,0,0,4,960000
1091,200,1115,10013,0,0,0,0,1991,4,960000
1092,201,1062,10013,0,0,0,0,0,4,280000
1107,281,1105,10038,0,0,0,0,2009,4,1305682
1108,281,1106,10038,0,0,0,0,2009,4,1591427
1109,281,1108,10038,0,0,0,0,2009,4,1751425
1110,281,1109,10038,0,0,0,0,2009,4,1493862
1111,303,1103,10002,0,0,0,0,1940,4,3403575
1112,303,1104,10002,0,0,0,0,1940,4,4100000
1113,303,1107,10002,0,0,0,0,1940,4,4306445
1114,303,1108,10002,0,0,0,0,1940,4,2043645
1115,303,1109,10002,0,0,0,0,1940,4,3500000
1116,199,1001,10013,0,0,0,0,0,4,23550000
1122,175,19,10013,7,1,2633,12000,1915,2,141500000
1123,124,10,10007,6,1,4400,21840,1915,2,15000000
1124,173,17,10013,18,1,3828,24423,1920,2,21250000
1127,117,1,10038,0,0,0,0,1960,2,691400
1128,117,1,10038,0,0,0,0,1960,2,845000
1129,117,1,10038,0,0,0,0,1960,2,600000
1130,117,1,10038,0,0,0,0,1960,2,389000
1131,117,1,10038,0,0,0,0,1960,2,870000
1132,117,1,10038,0,0,0,0,1960,2,650000
1133,117,1,10038,0,0,0,0,1960,2,860000
1134,117,1,10038,0,0,0,0,1960,2,480000
1135,117,1,10038,0,0,0,0,1960,2,850000
1136,117,1,10038,0,0,0,0,1960,2,850000
1137,117,1,10038,0,0,0,0,1960,2,1350000
1139,117,1,10038,0,0,0,0,1960,2,879000
1141,134,25,10007,0,0,0,0,1915,2,2325000
1142,146,21,10013,0,0,0,0,1920,2,1750000
1144,161,1,10038,0,0,0,0,1965,2,1599000
1146,161,1,10038,0,0,0,0,1965,2,900000
1147,176,11,10013,0,0,0,0,1915,2,3500000
1149,178,25,10013,0,0,0,0,1890,2,1800000
1151,123,1106,10007,1,0,0,0,2008,2,1781937
1152,123,1107,10007,1,0,0,0,2008,2,988250
1153,123,1108,10007,1,0,0,0,2008,2,1043706
1154,123,1109,10007,1,0,0,0,2008,2,1250000
1155,123,1116,10007,1,0,0,0,2008,2,4531212
1156,123,1117,10007,1,0,0,0,2008,2,2978381
1157,123,1118,10007,1,0,0,0,2008,2,5091250
1158,123,1121,10007,1,0,0,0,2008,2,4571942
1159,123,1122,10007,1,0,0,0,2008,2,2871465
1160,123,1125,10007,1,0,0,0,2008,2,4816322
1161,123,1126,10007,1,0,0,0,2008,2,2891830
1162,123,1127,10007,1,0,0,0,2008,2,5193075
1163,123,1130,10007,1,0,0,0,2008,2,4398840
1164,123,1131,10007,1,0,0,0,2008,2,3141301
1165,123,1134,10007,1,0,0,0,2008,2,5585101
1166,123,1135,10007,1,0,0,0,2008,2,3161666
1167,123,1136,10007,1,0,0,0,2008,2,6567712
1168,123,1139,10007,1,0,0,0,2008,2,5404385
1169,123,1140,10007,1,0,0,0,2008,2,3532727
1170,123,1143,10007,1,0,0,0,2008,2,5361086
1171,123,1145,10007,1,0,0,0,2008,2,5753112
1172,123,1146,10007,1,0,0,0,2008,2,5142162
1173,123,1148,10007,1,0,0,0,2008,2,5019972
1174,123,1149,10007,1,0,0,0,2008,2,3222761
1175,123,1150,10007,1,0,0,0,2008,2,5600375
1176,123,1153,10007,1,0,0,0,2008,2,3243126
1177,123,1154,10007,1,0,0,0,2008,2,5854937
1178,123,1155,10007,1,0,0,0,2008,2,5641287
1179,123,1158,10007,1,0,0,0,2008,2,3718172
1180,123,1160,10007,1,0,0,0,2008,2,7484137
1181,123,1161,10007,1,0,0,0,2008,2,4683950
1182,123,1162,10007,1,0,0,0,2008,2,3283856
1183,123,1163,10007,1,0,0,0,2008,2,6262237
1184,123,1164,10007,1,0,0,0,2008,2,5345812
1185,123,1166,10007,1,0,0,0,2008,2,4724680
1186,123,1167,10007,1,0,0,0,2008,2,3304221
1187,123,1169,10007,1,0,0,0,2008,2,8858775
1188,123,1170,10007,1,0,0,0,2008,2,6450000
1189,123,1171,10007,1,0,0,0,2008,2,3767525
1190,123,1172,10007,1,0,0,0,2008,2,4459935
1191,123,1173,10007,1,0,0,0,2008,2,8655125
1192,123,1174,10007,1,0,0,0,2008,2,6250000
1193,123,1175,10007,1,0,0,0,2008,2,3808255
1194,123,1176,10007,1,0,0,0,2008,2,4317380
1195,123,1177,10007,1,0,0,0,2008,2,8425000
1196,123,1178,10007,1,0,0,0,2008,2,6567712
1197,123,1179,10007,1,0,0,0,2008,2,3848985
1198,123,1180,10007,1,0,0,0,2008,2,4358110
1199,123,1181,10007,1,0,0,0,2008,2,8858775
1200,123,1182,10007,1,0,0,0,2008,2,6418625
1201,123,1183,10007,1,0,0,0,2008,2,4169733
1202,123,1184,10007,1,0,0,0,2008,2,4449752
1203,123,1187,10007,1,0,0,0,2008,2,4210463
1204,123,1188,10007,1,0,0,0,2008,2,4490482
1205,123,1190,10007,1,0,0,0,2008,2,5065793
1206,123,1191,10007,1,0,0,0,2008,2,3716612
1207,123,1192,10007,1,0,0,0,2008,2,4607581
1208,123,1193,10007,1,0,0,0,2008,2,9673375
1209,123,1194,10007,1,0,0,0,2008,2,6771362
1210,123,1195,10007,1,0,0,0,2008,2,4444661
1211,123,1196,10007,1,0,0,0,2008,2,4648311
1212,123,1197,10007,1,0,0,0,2008,2,8900000
1213,123,1198,10007,1,0,0,0,2008,2,6975012
1214,123,1199,10007,1,0,0,0,2008,2,4638128
1215,123,1200,10007,1,0,0,0,2008,2,4689041
1216,123,1201,10007,1,0,0,0,2008,2,9877025
1217,123,1202,10007,1,0,0,0,2008,2,7178662
1218,123,1203,10007,1,0,0,0,2008,2,5391633
1219,123,1204,10007,1,0,0,0,2008,2,4831596
1220,123,1205,10007,1,0,0,0,2008,2,9745200
1221,123,1206,10007,1,0,0,0,2008,2,7129575
1222,123,1207,10007,1,0,0,0,2008,2,4566851
1223,123,1208,10007,1,0,0,0,2008,2,5075976
1224,123,1210,10007,1,0,0,0,2008,2,7150000
1225,123,1211,10007,1,0,0,0,2008,2,4760318
1226,123,1212,10007,1,0,0,0,2008,2,5116706
1227,123,1215,10007,1,0,0,0,2008,2,6022948
1228,123,1216,10007,1,0,0,0,2008,2,5462911
1229,123,1217,10007,1,0,0,0,2008,2,12982687
1230,123,1218,10007,1,0,0,0,2008,2,8146000
1231,123,1219,10007,1,0,0,0,2008,2,5294900
1232,123,1220,10007,1,0,0,0,2008,2,13084512
1233,123,1222,10007,1,0,0,0,2008,2,5345812
1234,123,1223,10007,1,0,0,0,2008,2,13186337
1235,123,1224,10007,1,0,0,0,2008,2,8527106
1236,123,1225,10007,1,0,0,0,2008,2,5193075
1237,123,1227,10007,1,0,0,0,2008,2,8400000
1238,123,1228,10007,1,0,0,0,2008,2,5600375
1239,123,1230,10007,1,0,0,0,2008,2,8349650
1240,123,1231,10007,1,0,0,0,2008,2,5854937
1241,123,1234,10007,1,0,0,0,2008,2,6118000
1242,123,1236,10007,1,0,0,0,2008,2,8563500
1243,123,1237,10007,1,0,0,0,2008,2,5600375
1244,123,1239,10007,1,0,0,0,2008,2,8604212
1245,123,1240,10007,1,0,0,0,2008,2,6567712
1246,123,1241,10007,1,0,0,0,2008,2,13500000
1247,123,1242,10007,1,0,0,0,2008,2,8400125
1248,123,1243,10007,1,0,0,0,2008,2,6313150
1249,123,1244,10007,1,0,0,0,2008,2,13600000
1250,123,1246,10007,1,0,0,0,2008,2,6670000
1251,123,1250,10007,1,0,0,0,2008,2,19975437
1252,123,1251,10007,1,0,0,0,2008,2,15843262
1253,123,1252,10007,1,0,0,0,2008,2,17210250
1254,123,1253,10007,1,0,0,0,2008,2,13720918
1255,123,1254,10007,1,0,0,0,2008,2,18429688
1256,123,1256,10007,1,0,0,0,2008,2,30000000
1257,123,1259,10007,1,0,0,0,2008,2,26626267
1258,134,1130,10007,1,0,0,0,1900,2,2138325
1259,134,1131,10007,1,0,0,0,1900,2,3054750
1260,134,1132,10007,1,0,0,0,1900,2,3400000
1261,134,1423,10007,1,0,0,0,1930,2,1790000
1262,134,1425,10007,1,0,0,0,1930,2,2150000
1263,134,1438,10007,1,0,0,0,1930,2,2000000
1264,134,1445,10007,1,0,0,0,1930,2,2875000
1265,134,1475,10007,1,0,0,0,1930,2,1250000
1266,135,1235,10007,1,0,0,0,1910,2,1295000
1267,135,1237,10007,1,0,0,0,1910,2,1585000
1268,135,1253,10007,1,0,0,0,1910,2,6520000
1270,135,1304,10007,1,0,0,0,1900,2,3500000
1271,135,1306,10007,1,0,0,0,1900,2,3475000
1272,135,1314,10007,1,0,0,0,1900,2,4200000
1273,135,1315,10007,1,0,0,0,1900,2,5250000
1274,135,1805,0,0,0,0,0,0,2,6912506
1275,135,1806,0,0,0,0,0,0,2,7114393
1276,135,1808,10007,0,0,0,0,0,2,6873187
1277,135,1809,0,0,0,0,0,0,2,5250000
1278,135,1810,10007,0,0,0,0,0,2,4800000
1279,135,1811,10007,0,0,0,0,0,2,4717659
1280,136,1410,10007,1,0,0,0,0,2,2200000
1281,145,1314,10013,1,0,0,0,1920,2,2575000
1282,146,1018,10013,1,0,0,0,1895,2,2900000
1283,147,1602,10013,1,0,0,0,1915,2,2945000
1284,147,1606,10013,1,0,0,0,1915,2,2990000
1285,147,1612,10013,1,0,0,0,1915,2,2600000
1286,147,1613,10013,1,0,0,0,1915,2,3350000
1287,147,1616,10013,1,0,0,0,1915,2,2550000
1289,149,1019,10007,1,0,0,0,2009,2,2860000
1290,149,1021,10007,1,0,0,0,2009,2,2985000
1291,149,1150,10007,1,0,0,0,2010,2,2800000
1292,149,1176,10007,1,0,0,0,2010,2,2498000
1293,149,1178,10007,1,0,0,0,2010,2,2525000
1294,149,1184,10007,1,0,0,0,2010,2,1225000
1296,173,1046,10013,1,0,0,0,0,2,8100000
1298,173,1116,10013,1,0,0,0,1924,2,2550000
1299,173,1117,10013,1,0,0,0,1924,2,3250000
1300,173,1127,10013,1,0,0,0,1924,2,1050000
1301,173,1132,10013,1,0,0,0,1924,2,900000
1302,173,1163,10013,1,0,0,0,1924,2,946973
1304,173,1206,10013,1,0,0,0,0,2,2945000
1307,173,1316,10013,1,0,0,0,1920,2,1525000
1308,173,1331,10013,1,0,0,0,1920,2,2750000
1309,175,1310,10013,1,0,0,0,0,2,3195000
1311,175,1535,10013,1,0,0,0,1920,2,4500000
1312,175,1540,10013,1,0,0,0,1920,2,1550000
1313,175,1549,10013,1,0,0,0,1920,2,5297445
1314,176,1004,10013,1,0,0,0,2007,2,6139457
1315,176,1006,10013,1,0,0,0,2007,2,3309312
1316,176,1007,10013,1,0,0,0,2007,2,7214083
1317,176,1008,10013,1,0,0,0,2007,2,1431529
1318,176,1009,10013,1,0,0,0,2007,2,1942390
1319,176,1010,10013,1,0,0,0,2007,2,3682307
1320,176,1011,10013,1,0,0,0,2007,2,2835020
1321,176,1012,10013,1,0,0,0,2007,2,6747584
1322,176,1013,10013,1,0,0,0,2007,2,5216033
1323,176,1014,10013,1,0,0,0,2007,2,3936432
1324,176,1015,10013,1,0,0,0,2007,2,1871799
1325,176,1016,10013,1,0,0,0,2007,2,7052937
1326,176,1017,10013,1,0,0,0,2007,2,4908960
